Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.119-52.182.143.209-51979-443-6,192.168.0.119,51979,52.182.143.209,443,6,05-01-2024 07:56,5358546,13,15,2010,7015,681,0,154.6153846,260.3521777,1440,0,467.6666667,627.7318202,1684.225534,5.225298057,198464.6667,667099.4655,3477596,0,5114456,426204.6667,976222.0656,3477596,182,1836369,131169.2143,153256.7892,456726,0,0,0,0,0,260,324,2.426031241,2.799266816,0,1440,311.2068966,504.015191,254031.3128,0,1,0,0,0,0,0,0,1,322.3214286,154.6153846,467.6666667,0,0,0,0,0,0,13,2010,15,7015,-1,16383,6,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-52.182.143.209-51990-443-6,192.168.0.119,51990,52.182.143.209,443,6,05-01-2024 07:56,3518575,26,27,21896,6925,1440,0,842.1538462,660.3533413,1440,0,256.4814815,517.3701524,8191.10009,15.0629161,67664.90385,311918.8087,2212793,-1,3274842,130993.68,444806.8404,2212793,0,1253705,48219.42308,99064.74023,255300,0,0,0,0,0,520,564,7.389355066,7.67356103,0,1440,533.7222222,654.3707742,428201.1101,0,1,0,0,0,0,0,0,1,543.7924528,842.1538462,256.4814815,0,0,0,0,0,0,26,21896,27,6925,-1,16385,20,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.190.145.160-52018-443-6,192.168.0.119,52018,20.190.145.160,443,6,05-01-2024 07:56,413947,15,21,7466,20608,1440,0,497.7333333,644.4914348,1440,0,981.3333333,650.9075459,67820.27651,86.96765528,11827.05714,52133.1907,309020,0,397585,28398.92857,86109.41246,325825,0,413947,20697.35,68777.06602,309020,0,0,0,0,0,300,444,36.23652303,50.73113225,0,1440,758.7567568,685.7039937,470189.967,0,1,0,0,0,0,0,0,1,779.8333333,497.7333333,981.3333333,0,0,0,0,0,0,15,7466,21,20608,-1,16385,8,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.190.145.160-52018-443-6,192.168.0.119,52018,20.190.145.160,443,6,05-01-2024 07:56,1910,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,16230.36649,1570.680628,955,1216.223664,1815,95,95,95,0,95,95,0,0,0,0,0,0,0,0,0,40,20,1047.120419,523.5602094,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0,0,0,0,0,0,0,2,31,1,0,-1,517,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52023-443-6,192.168.0.119,52023,13.126.70.76,443,6,05-01-2024 07:56,7257706,15,18,6511,6887,1440,0,434.0666667,645.9656632,1440,0,382.6111111,589.2982006,1846.037853,4.546891263,226803.3125,1247423.608,7062413,0,7225060,516075.7143,1884319.878,7062413,0,148695,8746.764706,14650.60385,36425,0,0,0,0,0,300,384,2.066768756,2.480122507,0,1440,394.0588235,601.1878112,361426.7843,0,1,0,0,0,0,0,0,1,406,434.0666667,382.6111111,0,0,0,0,0,0,15,6511,18,6887,-1,20,8,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52022-443-6,192.168.0.119,52022,13.126.70.76,443,6,05-01-2024 07:56,7258222,16,19,6527,6887,1440,0,407.9375,632.8093414,1440,0,362.4736842,579.3826569,1848.111011,4.822117593,213477.1176,1042751.216,6029821,0,7225215,481681,1557341.393,6029821,0,1228334,68240.77778,251700.3266,1075106,0,0,0,0,0,320,404,2.204396614,2.617720979,0,1440,372.6111111,590.6362322,348851.1587,0,1,0,0,0,0,0,0,1,383.2571429,407.9375,362.4736842,0,0,0,0,0,0,16,6527,19,6887,-1,21,8,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52024-443-6,192.168.0.119,52024,13.126.70.76,443,6,05-01-2024 07:56,7233387,17,21,10636,7207,1440,0,625.6470588,699.4972249,1440,0,343.1904762,555.3241953,2466.755892,5.253417244,195496.9459,984534.5667,5935288,0,7194717,449669.8125,1485007.387,5935288,0,1298010,64900.5,241939.1212,1090257,0,0,0,0,0,340,444,2.350212978,2.903204267,0,1440,457.5128205,627.4592825,393705.1511,0,1,0,0,0,0,0,0,1,469.5526316,625.6470588,343.1904762,0,0,0,0,0,0,17,10636,21,7207,-1,22,11,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52020-443-6,192.168.0.119,52020,13.126.70.76,443,6,05-01-2024 07:56,7258994,18,21,9388,7207,1440,0,521.5555556,679.4908321,1440,0,343.1904762,555.3241953,2286.129455,5.3726453,191026.1579,971156.9546,5932549,0,7222842,424873.0588,1440934.723,5932549,0,1326402,66320.1,239225.1515,1078392,0,0,0,0,0,360,444,2.479682446,2.892962854,0,1440,414.875,609.7838704,371836.3686,0,1,0,0,0,0,0,0,1,425.5128205,521.5555556,343.1904762,0,0,0,0,0,0,18,9388,21,7207,-1,22,11,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52025-443-6,192.168.0.119,52025,13.126.70.76,443,6,05-01-2024 07:56,7215950,17,19,6495,6887,1440,0,382.0588235,620.0021644,1440,0,362.4736842,579.3826569,1854.502872,4.988948094,206170,1008923.714,5916973,0,7181085,448817.8125,1480580.322,5916973,0,1298924,72162.44444,254115.4593,1085865,0,0,0,0,0,340,404,2.355892156,2.633055939,0,1440,361.6756757,585.2502814,342517.8919,0,1,0,0,0,0,0,0,1,371.7222222,382.0588235,362.4736842,0,0,0,0,0,0,17,6495,19,6887,-1,14,8,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52021-443-6,192.168.0.119,52021,13.126.70.76,443,6,05-01-2024 07:56,7258784,22,23,12341,7527,1440,0,560.9545455,691.5242293,1440,0,327.2608696,534.2871391,2737.097563,6.199385462,164972.3636,897920.4136,5896528,0,7222977,343951.2857,1292079.048,5896528,0,1362207,61918.5,230236.5386,1089654,0,0,0,0,0,440,484,3.03081067,3.168574792,0,1440,431.9130435,616.9330173,380606.3478,0,1,0,0,0,0,0,0,1,441.5111111,560.9545455,327.2608696,0,0,0,0,0,0,22,12341,23,7527,-1,27,14,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52023-443-6,13.126.70.76,443,192.168.0.119,52023,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,20,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52022-443-6,13.126.70.76,443,192.168.0.119,52022,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,21,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52024-443-6,13.126.70.76,443,192.168.0.119,52024,6,05-01-2024 07:57,695,1,2,0,24,0,0,0,0,24,0,12,16.97056275,34532.3741,4316.546763,347.5,400.9295449,631,64,0,0,0,0,0,64,64,0,64,64,0,1,0,0,20,40,1438.848921,2877.697842,0,24,12,13.85640646,192,0,0,0,1,1,0,0,0,2,16,0,12,0,0,0,0,0,0,1,0,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52025-443-6,13.126.70.76,443,192.168.0.119,52025,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,14,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52021-443-6,13.126.70.76,443,192.168.0.119,52021,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,27,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.126.70.76-52020-443-6,13.126.70.76,443,192.168.0.119,52020,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,22,0,0,0,0,0,0,0,0,0,0,No Label
152.195.38.76-192.168.0.119-80-51823-6,192.168.0.119,51823,152.195.38.76,80,6,05-01-2024 07:57,314100,1,1,0,0,0,0,0,0,0,0,0,0,0,6.367398918,314100,0,314100,314100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.183699459,3.183699459,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,514,0,0,0,0,0,0,0,0,0,0,No Label
152.195.38.76-192.168.0.119-80-51823-6,152.195.38.76,80,192.168.0.119,51823,6,05-01-2024 07:57,356,1,2,0,0,0,0,0,0,0,0,0,0,0,8426.966292,178,33.9411255,202,154,0,0,0,0,0,202,202,0,202,202,0,0,0,0,20,40,2808.988764,5617.977528,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,514,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-104.86.188.145-51813-443-6,104.86.188.145,443,192.168.0.119,51813,6,05-01-2024 07:57,0,1,1,0,24,0,0,0,0,24,24,24,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,24,16,13.85640646,192,0,0,0,1,1,0,0,0,1,24,0,24,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-104.86.188.145-51813-443-6,192.168.0.119,51813,104.86.188.145,443,6,05-01-2024 07:57,3332708,2,1,0,0,0,0,0,0,0,0,0,0,0,0.900168872,1666354,2356484.26,3332640,68,3332640,3332640,0,3332640,3332640,0,0,0,0,0,0,0,0,0,40,20,0.600112581,0.300056291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,1021,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.205.115.102-51879-443-6,192.168.0.119,51879,20.205.115.102,443,6,05-01-2024 07:57,316134,0,2,0,0,0,0,0,0,0,0,0,0,0,6.326431197,316134,0,316134,316134,0,0,0,0,0,316134,316134,0,316134,316134,0,0,0,0,0,40,0,6.326431197,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.105.28.16-51883-443-6,192.168.0.119,51883,13.105.28.16,443,6,05-01-2024 07:57,249300,0,2,0,0,0,0,0,0,0,0,0,0,0,8.022462896,249300,0,249300,249300,0,0,0,0,0,249300,249300,0,249300,249300,0,0,0,0,0,40,0,8.022462896,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2053,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-52.109.56.129-51892-443-6,192.168.0.119,51892,52.109.56.129,443,6,05-01-2024 07:57,38893,0,2,0,0,0,0,0,0,0,0,0,0,0,51.42313527,38893,0,38893,38893,0,0,0,0,0,38893,38893,0,38893,38893,0,0,0,0,0,40,0,51.42313527,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2053,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.24.121.134-51897-443-6,192.168.0.119,51897,20.24.121.134,443,6,05-01-2024 07:57,82964,0,2,0,0,0,0,0,0,0,0,0,0,0,24.10684152,82964,0,82964,82964,0,0,0,0,0,82964,82964,0,82964,82964,0,0,0,0,0,40,0,24.10684152,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,1029,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-13.105.28.16-51888-443-6,192.168.0.119,51888,13.105.28.16,443,6,05-01-2024 07:57,245908,0,2,0,0,0,0,0,0,0,0,0,0,0,8.133122957,245908,0,245908,245908,0,0,0,0,0,245908,245908,0,245908,245908,0,0,0,0,0,40,0,8.133122957,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2053,0,0,0,0,0,0,0,0,0,0,No Label
152.195.38.76-192.168.0.119-80-52008-6,192.168.0.119,52008,152.195.38.76,80,6,05-01-2024 07:56,62530099,7,6,793,854,284,0,113.2857143,141.6341699,286,0,142.3333333,155.920065,26.33931541,0.207899879,5210841.583,1.80E+07,6.23E+07,152,6.25E+07,1.04E+07,2.54E+07,6.23E+07,278,192088,38417.6,51344.77021,128551,931,0,0,0,0,140,144,0.111946089,0.09595379,0,286,117.6428571,141.2981611,19965.17033,0,1,0,0,0,0,0,0,0,126.6923077,113.2857143,142.3333333,0,0,0,0,0,0,7,793,6,854,-1,135,3,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.44.248.159-51955-443-6,192.168.0.119,51955,20.44.248.159,443,6,05-01-2024 07:57,313333,1,1,0,0,0,0,0,0,0,0,0,0,0,6.382985514,313333,0,313333,313333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.191492757,3.191492757,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,512,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.44.248.159-51955-443-6,20.44.248.159,443,192.168.0.119,51955,6,05-01-2024 07:57,0,1,1,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,16385,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.44.248.159-51955-443-6,192.168.0.119,51955,20.44.248.159,443,6,05-01-2024 07:57,46731,0,2,0,0,0,0,0,0,0,0,0,0,0,42.79814256,46731,0,46731,46731,0,0,0,0,0,46731,46731,0,46731,46731,0,0,0,0,0,40,0,42.79814256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,16385,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.38.96.100-51925-443-6,192.168.0.119,51925,20.38.96.100,443,6,05-01-2024 07:57,329541,1,1,0,0,0,0,0,0,0,0,0,0,0,6.069047554,329541,0,329541,329541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.034523777,3.034523777,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,515,0,0,0,0,0,0,0,0,0,0,No Label
152.195.38.76-192.168.0.119-80-51927-6,192.168.0.119,51927,152.195.38.76,80,6,05-01-2024 07:57,13961,0,2,0,0,0,0,0,0,0,0,0,0,0,143.2562137,13961,0,13961,13961,0,0,0,0,0,13961,13961,0,13961,13961,0,0,0,0,0,40,0,143.2562137,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,131,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-52.182.143.209-51928-443-6,192.168.0.119,51928,52.182.143.209,443,6,05-01-2024 07:57,247862,0,2,0,0,0,0,0,0,0,0,0,0,0,8.069006141,247862,0,247862,247862,0,0,0,0,0,247862,247862,0,247862,247862,0,0,0,0,0,40,0,8.069006141,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,16385,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-35.167.197.102-52039-443-6,192.168.0.119,52039,35.167.197.102,443,6,05-01-2024 07:58,1026428,12,14,2147,6576,848,0,178.9166667,303.5985562,1440,0,469.7142857,645.2296465,8498.404174,25.33056386,41057.12,90336.57767,244155,0,782093,71099.36364,113886.3078,249717,91,1025410,78877.69231,120898.5149,264403,0,0,0,0,0,240,304,11.69102947,13.63953439,0,1440,323.0740741,521.8631508,272341.1481,0,1,0,0,0,0,0,0,1,335.5,178.9166667,469.7142857,0,0,0,0,0,0,12,2147,14,6576,-1,186,6,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-35.167.197.102-52039-443-6,192.168.0.119,52039,35.167.197.102,443,6,05-01-2024 07:58,5250,0,2,0,0,0,0,0,0,0,0,0,0,0,380.952381,5250,0,5250,5250,0,0,0,0,0,5250,5250,0,5250,5250,0,0,0,0,0,40,0,380.952381,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,186,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-107.178.240.159-51964-443-6,192.168.0.119,51964,107.178.240.159,443,6,05-01-2024 07:58,208027,0,2,0,0,0,0,0,0,0,0,0,0,0,9.614136626,208027,0,208027,208027,0,0,0,0,0,208027,208027,0,208027,208027,0,0,0,0,0,40,0,9.614136626,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,269,0,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,05-01-2024 07:56,116071459,20,1,0,0,0,0,0,0,0,0,0,0,0,0.180923029,5803572.95,384951.47,6444896,4810366,1.10E+08,5806497.789,395271.6556,6444896,4810366,0,0,0,0,0,0,0,0,0,0,0,0.172307647,0.008615382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,-1,-1,0,0,4810366,0,4810366,4810366,5855847,314217.3748,6444896,5102528,No Label
192.168.0.119-20.212.88.117-51917-443-6,192.168.0.119,51917,20.212.88.117,443,6,05-01-2024 07:56,119984397,4,6,68,119,66,0,17,32.67006785,59,0,19.83333333,30.34084156,1.558535982,0.08334417,1.33E+07,2.02E+07,4.50E+07,89,7.49E+07,2.50E+07,2.30E+07,4.52E+07,1415,7.50E+07,1.50E+07,2.14E+07,4.61E+07,262,0,0,0,0,92,144,0.033337668,0.050006502,0,66,17.09090909,28.47614632,810.8909091,0,0,0,0,1,0,0,0,1,18.8,17,19.83333333,0,0,0,0,0,0,4,68,6,119,-1,59,3,0,455508,595392.1734,1138808,48149,3.95E+07,9465898.259,4.50E+07,2.86E+07,No Label
134.221.96.0-0.0.0.56-0-0-0,134.221.96.0,0,0.0.0.56,0,0,05-01-2024 07:56,113561509,19,1,0,0,0,0,0,0,0,0,0,0,0,0.176116011,5976921.526,2330366.449,9580147,1277024,1.05E+08,5851987.333,2331533.39,9580147,1277024,0,0,0,0,0,0,0,0,0,0,0,0.167310211,0.008805801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,-1,-1,0,0,4454392,2622568.135,8521919,1277024,7613273.636,1356940.245,9580147,5982460,No Label
138.199.14.90-192.168.0.119-443-51812-6,192.168.0.119,51812,138.199.14.90,443,6,05-01-2024 07:56,114377971,21,23,11,1,1,0,0.523809524,0.511766316,1,0,0.043478261,0.208514414,0.104915308,0.384689461,2659952.814,4311880.229,1.00E+07,0,1.04E+08,5181929.7,5135113.71,1.05E+07,1505,1.14E+08,5198998.682,4983855.212,1.07E+07,0,0,0,0,0,420,604,0.183601788,0.201087673,0,1,0.288888889,0.458367767,0.21010101,0,0,0,0,1,0,0,0,1,0.295454545,0.523809524,0.043478261,0,0,0,0,0,0,21,11,23,1,-1,501,11,0,423203,270239.6568,890418,137574,9920639.273,169555.753,1.00E+07,9481946,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,05-01-2024 07:56,79442062,49,1,0,0,0,0,0,0,0,0,0,0,0,0.629389504,1621266.571,3410495.208,1.89E+07,0,7.94E+07,1655042.958,3438293.915,1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0.616801714,0.01258779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,-1,-1,0,0,8066339,1.00E+07,1.93E+07,193,9207165.167,5123155.099,1.89E+07,5306913,No Label
134.221.96.5-205.88.0.76-0-0-0,134.221.96.5,0,205.88.0.76,0,0,05-01-2024 07:56,119996147,4,1,0,0,0,0,0,0,0,0,0,0,0,0.041668005,3.00E+07,1.98E+07,4.00E+07,311617,8.00E+07,2.67E+07,2.28E+07,4.00E+07,311617,0,0,0,0,0,0,0,0,0,0,0,0.033334404,0.008333601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,311617,0,311617,311617,3.99E+07,167359.1445,4.00E+07,3.97E+07,No Label
132.43.0.65-134.221.96.10-0-0-0,134.221.96.10,0,132.43.0.65,0,0,05-01-2024 07:56,80001446,3,1,0,0,0,0,0,0,0,0,0,0,0,0.049999096,2.67E+07,2.25E+07,4.02E+07,738462,3.98E+07,1.99E+07,2.71E+07,3.91E+07,738462,0,0,0,0,0,0,0,0,0,0,0,0.037499322,0.012499774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,738462,0,738462,738462,3.96E+07,760284.0396,4.02E+07,3.91E+07,No Label
134.221.96.5-205.88.0.20-0-0-0,134.221.96.5,0,205.88.0.20,0,0,05-01-2024 07:56,80001853,2,1,0,0,0,0,0,0,0,0,0,0,0,0.037499131,4.00E+07,225456.0474,4.02E+07,3.98E+07,3.98E+07,3.98E+07,0,3.98E+07,3.98E+07,0,0,0,0,0,0,0,0,0,0,0,0.024999421,0.01249971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.00E+07,225456.0474,4.02E+07,3.98E+07,No Label
192.168.0.119-204.79.197.239-52043-443-6,192.168.0.119,52043,204.79.197.239,443,6,05-01-2024 07:58,4716365,10,14,1098,8208,782,0,109.8,245.1511099,1440,0,586.2857143,672.5959387,1973.12973,5.088664681,205059.3478,833228.7671,4003553,0,4697595,521955,1454609.428,4395426,24,712812,54831.69231,122436.9063,391990,0,0,0,0,0,224,316,2.120276951,2.968387731,0,1440,372.24,573.3900854,328776.19,0,1,0,0,0,0,0,0,1,387.75,109.8,586.2857143,0,0,0,0,0,0,10,1098,14,8208,-1,16381,3,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.198.118.190-51920-443-6,192.168.0.119,51920,20.198.118.190,443,6,05-01-2024 07:56,90927197,9,8,168,907,42,0,18.66666667,22.13594362,173,0,113.375,83.30484037,11.82264532,0.186962763,5682949.813,1.53E+07,4.49E+07,126,9.08E+07,1.14E+07,2.06E+07,4.49E+07,8535,9.09E+07,1.30E+07,2.19E+07,4.52E+07,11123,0,1,0,0,204,184,0.098980286,0.087982477,0,173,62.05555556,73.12879229,5347.820261,0,0,0,1,1,0,0,0,0,65.70588235,18.66666667,113.375,0,0,0,0,0,0,9,168,8,907,-1,7558,4,0,207020,160954.474,320832,93208,4.48E+07,160565.5652,4.49E+07,4.47E+07,No Label
192.168.0.255-192.168.0.104-57621-57621-17,192.168.0.104,57621,192.168.0.255,57621,17,05-01-2024 07:56,107225257,9,1,360,40,40,40,40,0,40,40,40,0,3.730464363,0.093261609,1.19E+07,1.64E+07,4.34E+07,0,6.38E+07,7973434.25,1.22E+07,2.77E+07,0,0,0,0,0,0,0,0,0,0,72,8,0.083935448,0.009326161,40,40,40,0,0,0,0,0,0,0,0,0,0,0,44,40,40,0,0,0,0,0,0,9,360,1,40,-1,-1,9,0,2678238,237159.3718,2845935,2510541,3.29E+07,9095756.936,4.34E+07,2.77E+07,No Label
192.168.0.119-224.0.0.22-0-0-0,192.168.0.119,0,224.0.0.22,0,0,05-01-2024 07:57,7012107,3,1,0,0,0,0,0,0,0,0,0,0,0,0.570441951,2337369,1896143.207,4507755,1002321,6009786,3004893,2125367.823,4507755,1502031,0,0,0,0,0,0,0,0,0,0,0,0.427831463,0.142610488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.255-192.168.0.102-57621-57621-17,192.168.0.102,57621,192.168.0.255,57621,17,05-01-2024 07:57,89880851,3,1,120,40,40,40,40,0,40,40,40,0,1.780134458,0.044503361,3.00E+07,136274.1548,3.01E+07,2.98E+07,6.00E+07,3.00E+07,124404.8315,3.01E+07,2.99E+07,0,0,0,0,0,0,0,0,0,24,8,0.033377521,0.01112584,40,40,40,0,0,0,0,0,0,0,0,0,0,0,50,40,40,0,0,0,0,0,0,3,120,1,40,-1,-1,3,0,0,0,0,0,3.00E+07,136274.1548,3.01E+07,2.98E+07,No Label
