Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.119-224.0.0.251-5353-5353-17,192.168.0.119,5353,224.0.0.251,5353,17,05-01-2024 08:00,1003451,1,1,43,43,43,43,43,0,43,43,43,0,85.70423469,1.993121737,1003451,0,1003451,1003451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.996560868,0.996560868,43,43,43,0,0,0,0,0,0,0,0,0,0,1,64.5,43,43,0,0,0,0,0,0,1,43,1,43,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
134.221.96.13-59.86.0.53-0-0-0,134.221.96.13,0,59.86.0.53,0,0,05-01-2024 08:01,119988111,1,1,0,0,0,0,0,0,0,0,0,0,0,0.016668318,1.20E+08,0,1.20E+08,1.20E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008334159,0.008334159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.20E+08,0,1.20E+08,1.20E+08,No Label
192.168.0.119-20.212.88.117-51917-443-6,192.168.0.119,51917,20.212.88.117,443,6,05-01-2024 08:02,118967256,3,6,68,60,66,1,22.66666667,37.5277675,59,0,10,24.00833189,1.075926304,0.075651068,1.49E+07,2.09E+07,4.50E+07,854,7.34E+07,3.67E+07,1.18E+07,4.51E+07,2.83E+07,1.19E+08,2.38E+07,2.27E+07,4.53E+07,49224,0,0,0,0,60,156,0.025217023,0.050434045,0,66,12.9,26.19775224,686.3222222,0,0,0,0,1,0,0,0,2,14.33333333,22.66666667,10,0,0,0,0,0,0,3,68,6,60,-1,59,3,0,197843.6667,129217.9005,283617,49224,3.94E+07,9782448.146,4.50E+07,2.81E+07,No Label
134.221.96.5-205.88.0.77-0-0-0,134.221.96.5,0,205.88.0.77,0,0,05-01-2024 08:03,80002299,4,1,0,0,0,0,0,0,0,0,0,0,0,0.062498204,2.00E+07,2.25E+07,3.95E+07,469906,7.95E+07,2.65E+07,2.25E+07,3.95E+07,475333,0,0,0,0,0,0,0,0,0,0,0,0.049998563,0.012499641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,472619.5,3837.468501,475333,469906,3.95E+07,936.2093783,3.95E+07,3.95E+07,No Label
192.168.0.119-224.0.0.22-0-0-0,192.168.0.119,0,224.0.0.22,0,0,05-01-2024 08:03,7509893,3,1,0,0,0,0,0,0,0,0,0,0,0,0.532630758,2503297.667,871714.5002,3009197,1496733,4505930,2252965,1069473.551,3009197,1496733,0,0,0,0,0,0,0,0,0,0,0,0.399473068,0.133157689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.198.118.190-51920-443-6,192.168.0.119,51920,20.198.118.190,443,6,05-01-2024 08:03,90276837,5,4,86,565,43,0,17.2,23.55206997,174,43,141.25,65.5,7.21115207,0.099693347,1.13E+07,2.07E+07,4.49E+07,39539,9.02E+07,2.25E+07,2.58E+07,4.49E+07,202857,9.02E+07,3.01E+07,2.60E+07,4.51E+07,39539,0,1,0,0,100,80,0.055385193,0.044308154,0,174,69.4,74.58060516,5562.266667,0,0,0,1,1,0,0,0,0,77.11111111,17.2,141.25,0,0,0,0,0,0,5,86,4,565,-1,7171,2,0,148823,76415.61563,202857,94789,4.49E+07,76416.32274,4.49E+07,4.48E+07,No Label
134.221.96.0-0.0.0.36-0-0-0,134.221.96.0,0,0.0.0.36,0,0,05-01-2024 08:03,25577103,11,1,0,0,0,0,0,0,0,0,0,0,0,0.469169632,2325191.182,7182417.784,2.40E+07,0,1607421,160742.1,244692.805,778422,0,0,0,0,0,0,0,0,0,0,0,0,0.430072163,0.039097469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,0,0,0,0,2.40E+07,0,2.40E+07,2.40E+07,No Label
134.221.96.0-0.0.0.136-0-0-0,134.221.96.0,0,0.0.0.136,0,0,05-01-2024 08:03,331559,1,1,0,0,0,0,0,0,0,0,0,0,0,6.032108916,331559,0,331559,331559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.016054458,3.016054458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-3.212.126.70-52107-443-6,192.168.0.119,52107,3.212.126.70,443,6,05-01-2024 08:05,858646,8,14,1305,6811,680,0,163.125,242.3370955,1440,0,486.5,648.6639227,9452.09085,25.62173468,40887.90476,75077.203,215091,0,518157,74022.42857,105772.6612,240627,118,858646,66049.69231,101390.7437,238807,0,0,0,0,0,160,304,9.316994431,16.30474025,0,1440,352.8695652,545.3762091,297435.2095,0,1,0,0,0,0,0,0,1,368.9090909,163.125,486.5,0,0,0,0,0,0,8,1305,14,6811,-1,119,4,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-3.212.126.70-52107-443-6,192.168.0.119,52107,3.212.126.70,443,6,05-01-2024 08:05,11601,3,1,24,0,24,0,8,13.85640646,0,0,0,0,2068.787174,344.7978623,3867,6426.774541,11288,156,11444,5722,7871.512688,11288,156,0,0,0,0,0,0,0,0,0,60,20,258.5983967,86.19946556,0,24,4.8,10.73312629,115.2,0,0,0,0,1,0,0,0,0,6,8,0,0,0,0,0,0,0,3,24,1,0,-1,517,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.255-192.168.0.104-57621-57621-17,192.168.0.104,57621,192.168.0.255,57621,17,05-01-2024 08:03,84317220,2,1,80,40,40,40,40,0,40,40,40,0,1.423196827,0.035579921,4.22E+07,4301391.361,4.52E+07,3.91E+07,4.52E+07,4.52E+07,0,4.52E+07,4.52E+07,0,0,0,0,0,0,0,0,0,16,8,0.023719947,0.011859974,40,40,40,0,0,0,0,0,0,0,0,0,0,0,53.33333333,40,40,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0,0,0,0,4.22E+07,4301391.361,4.52E+07,3.91E+07,No Label
192.168.0.119-3.212.126.70-52108-443-6,192.168.0.119,52108,3.212.126.70,443,6,05-01-2024 08:05,1577028,9,16,2635,7761,1440,0,292.7777778,469.9081766,1440,0,485.0625,668.5529118,6592.146747,15.85260376,65709.5,169545.0273,756731,0,588882,73610.25,131735.7632,293825,0,1577028,105135.2,208232.4282,756731,0,0,0,0,0,180,344,5.706937353,10.14566641,0,1440,399.8461538,594.9854917,354007.7354,0,1,0,0,0,0,0,0,1,415.84,292.7777778,485.0625,0,0,0,0,0,0,9,2635,16,7761,-1,136,5,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-3.212.126.70-52108-443-6,192.168.0.119,52108,3.212.126.70,443,6,05-01-2024 08:05,1158,4,1,24,0,24,0,6,12,0,0,0,0,20725.3886,4317.789292,289.5,299.7893705,734,84,963,321,358.9665723,734,84,0,0,0,0,0,0,0,0,0,80,20,3454.231434,863.5578584,0,24,4,9.797958971,96,0,0,0,0,1,0,0,0,0,4.8,6,0,0,0,0,0,0,0,4,24,1,0,-1,517,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-3.212.126.70-52109-443-6,192.168.0.119,52109,3.212.126.70,443,6,05-01-2024 08:05,1257842,11,13,5470,5324,1440,0,497.2727273,625.6778869,1440,0,409.5384615,610.4279394,8581.363955,19.08029784,54688.78261,138174.9672,527814,0,680757,68075.7,142796.9403,401833,0,1257842,104820.1667,184506.462,527814,0,0,0,0,0,220,284,8.745136512,10.33516133,0,1440,431.76,599.5221208,359426.7733,0,1,0,0,0,0,0,0,1,449.75,497.2727273,409.5384615,0,0,0,0,0,0,11,5470,13,5324,-1,265,7,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-3.212.126.70-52109-443-6,192.168.0.119,52109,3.212.126.70,443,6,05-01-2024 08:05,539,2,1,24,0,24,0,12,16.97056275,0,0,0,0,44526.90167,5565.862709,269.5,260.9224023,454,85,85,85,0,85,85,0,0,0,0,0,0,0,0,0,40,20,3710.575139,1855.28757,0,24,6,12,144,0,0,0,0,1,0,0,0,0,8,12,0,0,0,0,0,0,0,2,24,1,0,-1,514,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.119-20.49.109.142-52075-8883-6,192.168.0.119,52075,20.49.109.142,8883,6,05-01-2024 08:03,76014602,5,5,31,155,31,0,6.2,13.86362146,31,31,31,0,2.446898295,0.131553672,8446066.889,2.48E+07,7.45E+07,156,7.55E+07,1.89E+07,3.71E+07,7.45E+07,13700,7.60E+07,1.90E+07,3.73E+07,7.50E+07,59071,0,1,0,0,124,100,0.065776836,0.065776836,0,31,19.72727273,15.64027435,244.6181818,0,0,0,1,1,0,0,0,1,21.7,6.2,31,0,0,0,0,0,0,5,31,5,155,-1,2048,1,0,942159,0,942159,942159,7.45E+07,0,7.45E+07,7.45E+07,No Label
192.168.0.1-239.255.255.250-46298-1900-17,192.168.0.1,46298,239.255.255.250,1900,17,05-01-2024 08:04,613799,19,1,8784,418,498,418,462.3157895,29.88506247,418,418,418,0,14991.87845,32.58395664,32305.21053,140603.573,612925,0,613799,34099.94444,144455.7656,612925,0,0,0,0,0,0,0,0,0,0,152,8,30.95475881,1.629197832,418,498,458.0952381,31.3287484,981.4904762,0,0,0,0,0,0,0,0,0,481,462.3157895,418,0,0,0,0,0,0,19,8784,1,418,-1,-1,19,0,0,0,0,0,0,0,0,0,No Label
